商品名,テイスティングノート,URL,原産国,地域,ブランド,メーカー,アルコール度数（%）,容量 (ml／g),銘柄,ビンテージ,年数,tokens,tokens_cleaned
カーンモア ストリクトリー リミテッド ベンリアック 2014 8年 60.4% 700MLカーンモア ストリクトリー リミテッド,"香り：黒糖かりんとう、サルタナのアロマに熟成バルサミコのアクセント。
味わい：レーズン、デーツといったドライフルーツにシナモンやジンジャーのアクセントが加わる。",https://www.saketry.com/112790.html,スコットランド,スペイサイド,カーモア ストリクトリー リミテッド,モリソン・スコッチウイスキー ディスティラリーズ(旧モリソン＆マッカイ),60.4,700.0,ベンリアック蒸溜所,2013,8,香り ： 黒糖 か りん とう 、 サル タナ の アロマ に 熟成 バルサミコ の アクセント 。 味わい ： レーズン 、 デーツ といった ドライ フルーツ に シナモン や ジンジャー の アクセント が 加わる 。,黒糖 りん とう サル タナ 熟成 バルサミコ アクセント レーズン デーツ といった ドライ フルーツ シナモン ジンジャー アクセント 加わる
カーンモア ストリクトリー リミテッド ウィリアムソン 2013 8年 64.1% 700MLカーンモア ストリクトリー リミテッド,"香り：いぶりがっこのような力強いスモーク香とともに潮、海藻、なめし革が広がる。
味わい：オイリーで、生ハムやシェリーの旨味がビートスモーク、ペッパと混ざり合う。",https://www.saketry.com/112791.html,スコットランド,アイラ,カーンモア ストリクトリー リミテッド,モリソン・スコッチウイスキー ディスティラリーズ(旧モリソン＆マッカイ),64.1,700.0,,2013,8,香り ： いぶり がっ この よう な 力強い スモーク 香 とともに 潮 、 海藻 、 なめし革 が 広がる 。 味わい ： オイリー で 、 生 ハム や シェリー の 旨味 が ビートスモーク 、 ペッパ と 混ざり 合う 。,いぶり がっ この よう 力強い スモーク とともに 海藻 なめし革 広がる オイリー ハム シェリー 旨味 ビートスモーク ペッパ 混ざり 合う
カーンモア ストリクトリー リミテッド ストラスミル 2009 13年 61.0% 700MLカーンモア ストリクトリー リミテッド,"香り：焼き菓子のフロランタン、バニラ、黒ブドウ、ブラックチェリー。
味わい：モルティな甘みの後にブラックカラントジャム、ハチミツが広がる。
フィニッシュ：ペッパのアクセントが加わる。",https://www.saketry.com/112792.html,スコットランド,スペイサイド,カーンモア ストリクトリー リミテッド,モリソン・スコッチウイスキー ディスティラリーズ(旧モリソン＆マッカイ),61,700.0,ストラスミル蒸溜所,2009,13,香り ： 焼き 菓子 の フロランタン 、 バニラ 、 黒 ブドウ 、 ブラック チェリー 。 味わい ： モルティ な 甘み の 後 に ブラックカラントジャム 、 ハチミツ が 広がる 。 フィニッシュ ： ペッパ の アクセント が 加わる 。,焼き 菓子 フロランタン バニラ ブドウ ブラック チェリー モルティ 甘み ブラックカラントジャム ハチミツ 広がる ペッパ アクセント 加わる
BB&R クラシック アイリッシュ 44.2% 700MLクラシック シリーズ,"香り：バニラ、カスタードクリーム、スパイス、ライム、熟した青リンゴ。
味わい：柔らかくクリーミ、モルト、リンゴ、アプリコット。
フィニッシュ：ナツメグ、ペッパー、オーク、温かみを感じる甘味が広がる。",https://www.saketry.com/112793.html,アイルランド,ダンドーク,クラシックシリーズ,BB&R,44.2,700.0,グレートノーザン蒸溜所,,,香り ： バニラ 、 カスタード クリーム 、 スパイス 、 ライム 、 熟し た 青 リンゴ 。 味わい ： 柔らかく クリーミ 、 モルト 、 リンゴ 、 アプリコット 。 フィニッシュ ： ナツメグ 、 ペッパー 、 オーク 、 温かみ を 感じる 甘味 が 広がる 。,バニラ カスタード クリーム スパイス ライム 熟し リンゴ 柔らかく クリーミ モルト リンゴ アプリコット ナツメグ ペッパー オーク 温かみ 感じる 甘味 広がる
コッツウォルズ  ハーベスト・シリーズ  ゴールデン・ウォルド 52.5% 700mlコッツウォルズ,"香り：　ハニーとバニラ、ピートスモークのタッチ。
味わい：　微かにスパイシー。クリーミーで甘いココナッツ。
フィニッシュ：　バニラ、ピートの微かな余韻。",https://www.saketry.com/112805.html,イングランド,コッツウォルズ,コッツウォルズ,コッツウォルズ,52.5,700.0,コッツウォルズ蒸留所,,,香り ： 　 ハニー と バニラ 、 ピートスモーク の タッチ 。 味わい ： 　 微か に スパイシー 。 クリーミー で 甘い ココナッツ 。 フィニッシュ ： 　 バニラ 、 ピート の 微か な 余韻 。,ハニー バニラ ピートスモーク タッチ スパイシー クリーミー 甘い ココナッツ バニラ ピート 余韻
ロッホー アワーバーレイ 46% 700MLアワーバーレイ,"香り：洋梨のシロップ、フルーツキャンディ、グラッシー、マーマレード、オレンジ。
味わい：ゴールデンシロップ、ペッパー、ライ麦ブレッド、マカダミアナッツ、クリーム。",https://www.saketry.com/112814.html,スコットランド,ローランド,アワーバーレイ,,46,700.0,ロッホリー蒸留所,,,香り ： 洋梨 の シロップ 、 フルーツ キャンディ 、 グラッシー 、 マーマレード 、 オレンジ 。 味わい ： ゴールデン シロップ 、 ペッパー 、 ライ麦 ブレッド 、 マカダミアナッツ 、 クリーム 。,洋梨 シロップ フルーツ キャンディ グラッシー マーマレード オレンジ ゴールデン シロップ ペッパー ライ麦 ブレッド マカダミアナッツ クリーム
カレドニアクエスト オーキンドーン 2008 14年 オクタブ 54.6% 700MLカレドニアクエスト,"香り：ドライフルーツ、マーマレード、凝縮感のある心地よいアロマ、シナモン、クローブ。
味わい：サルタナ、デーツ、スコッチキャンディ。
フィニッシュ：シナモン、クローブ、カカオニブ。",https://www.saketry.com/112815.html,スコットランド,スペイサイド,カレドニアクエスト,,54.6,700.0,,2008,14,香り ： ドライ フルーツ 、 マーマレード 、 凝縮 感 の ある 心地よい アロマ 、 シナモン 、 クローブ 。 味わい ： サル タナ 、 デーツ 、 スコッチ キャンディ 。 フィニッシュ ： シナモン 、 クローブ 、 カカオニブ 。,ドライ フルーツ マーマレード 凝縮 心地よい シナモン クローブ サル タナ デーツ スコッチ キャンディ シナモン クローブ カカオニブ
ケイデンヘッド グレントファース 14年 46% 700MLオリジナルコレックション,"香り：洋梨キャンディ、糖蜜クリーム、桃、ナツメグ、オレンジ、クローブ。
味わい：洋梨の赤ワイン煮、バニラアイス、ミルクチョコレート、タンニン。",https://www.saketry.com/112816.html,スコットランド,スペイサイド,オリジナルコレクション,J&A Mitchell & Co Ltd,46,700.0,グレントファース蒸溜所,,14,香り ： 洋梨 キャンディ 、 糖蜜 クリーム 、 桃 、 ナツメグ 、 オレンジ 、 クローブ 。 味わい ： 洋梨 の 赤ワイン 煮 、 バニラ アイス 、 ミルク チョコレート 、 タンニン 。,洋梨 キャンディ 糖蜜 クリーム ナツメグ オレンジ クローブ 洋梨 赤ワイン バニラ アイス ミルク チョコレート タンニン
ケイデンヘッド タムナヴ―リン 14年 48% 700MLオリジナルコレクション,"香り：黄桃、シロップ、パイナップル、桃、グレープフルーツ。
味わい：バナナプリッター、レモン、キャラメルフォース、ビスケット。",https://www.saketry.com/112817.html,スコットランド,スペイサイド,オリジナルコレクション,J&A Mitchell & Co Ltd,46,700.0,タムナヴ―リン蒸溜所,,14,香り ： 黄 桃 、 シロップ 、 パイナップル 、 桃 、 グレープフルーツ 。 味わい ： バナナプリッター 、 レモン 、 キャラメルフォース 、 ビスケット 。,シロップ パイナップル グレープフルーツ バナナプリッター レモン キャラメルフォース ビスケット
ケイデンヘッド ハイランド シングルモルト 37年 46% 700MLオリジナルコレクション,"香り：ブランデースナップ、ジンジャーブレッド、バターケーキ、アップル。
味わい：アップルパイ、オールスパイス、ハチミツ、プラム、ヘーゼルナッツ。",https://www.saketry.com/112818.html,スコットランド,ハイランド,オリジナルコレクション,J&A Mitchell & Co Ltd,46,700.0,,,37,香り ： ブランデースナップ 、 ジンジャーブレッド 、 バター ケーキ 、 アップル 。 味わい ： アップルパイ 、 オール スパイス 、 ハチミツ 、 プラム 、 ヘーゼルナッツ 。,ブランデースナップ ジンジャーブレッド バター ケーキ アップル アップルパイ オール スパイス ハチミツ プラム ヘーゼルナッツ
ケイデンヘッド テネシー 18年 46% 700MLオリジナルコレクション,"香り：バニラ、塩キャラメル、スイカズラ、バター。
味わい：キャラメルラテ、コムハ二―、ミルクチョコレート、ジンジャー。",https://www.saketry.com/112819.html,アメリカ,テネシー,オリジナルコレクション,J&A Mitchell & Co Ltd,46,700.0,,,18,香り ： バニラ 、 塩 キャラメル 、 スイカズラ 、 バター 。 味わい ： キャラメルラテ 、 コムハ 二 ― 、 ミルク チョコレート 、 ジンジャー 。,バニラ キャラメル スイカズラ バター キャラメルラテ コムハ ミルク チョコレート ジンジャー
成田一徹 切り絵ラベル「メインモルト」シークレット アイラ 2017 4年 54.2% 700ML切り絵ラベル,"香り：甘く、スモーキー。ピート焚きした麦芽の殻。すっきりとした柑橘類の皮と、リンゴの皮。主張の強い、スイカズラの花の香り。
味わい：さわやかで、透明感のあるピーティさ。スパイシーでモルティー。レモンの果肉と、麦汁の甘さ。
フィニッシュ：若いが、飲みやすく完成度が高いヘビリーピーテッドのアイラモルト。ストレートでも、ハイボールでもどんな飲み方でも楽しめる。",https://www.saketry.com/112821.html,スコットランド,アイラ,切り絵ラベル,ウイスキー・ミュウ,54.2,700.0,,2017,4,香り ： 甘く 、 スモーキー 。 ピート 焚き し た 麦芽 の 殻 。 すっきり と し た 柑橘類 の 皮 と 、 リンゴ の 皮 。 主張 の 強い 、 スイカズラ の 花 の 香り 。 味わい ： さわやか で 、 透明 感 の ある ピーティ さ 。 スパイシー で モル ティー 。 レモン の 果肉 と 、 麦 汁 の 甘 さ 。 フィニッシュ ： 若い が 、 飲み やすく 完成 度 が 高い ヘビリーピーテッド の アイラモルト 。 ストレート で も 、 ハイボール で も どんな 飲み 方 でも 楽しめる 。,甘く スモーキー ピート 焚き 麦芽 すっきり 柑橘類 リンゴ 主張 強い スイカズラ さわやか 透明 ピーティ スパイシー モル ティー レモン 果肉 若い 飲み やすく 完成 高い ヘビリーピーテッド アイラモルト ストレート ハイボール どんな 飲み でも 楽しめる
